"","X01001005.5","X01010010.0","X01020017.2","X01020018.0","X01021007.0","X01030003.7","X01050007.9","X01051003.1","X01080001.3","X01201005.2","X01202009.0","X01202010.4","X01202012.0","X01211006.5","X01300004.2","X01310018.7","X01310019.5","X01310020.9","X01310021.7","X01310022.5","X01410011.3","X01410012.1","X01502006.7","X01700008.K","X01700009.8","X01700010.1","X01730018.0","X01740002.9","X02000001.5","X02020001.4","X02020002.2","X02101003.0","X02103007.4","X02103008.2","X02103009.0","X02103010.4","X02104008.8","X02104009.6","X02104010.K","X02105015.6","X02105016.4","X02105017.2","X02105018.0","X02105021.0","X02105022.9","X02110013.7","X02112008.1","X02112009.K","X02113005.2","X02500016.1","X02500019.6","X02500020.K","X02510006.9","X02660001.4","X02700001.0","X02710002.3","X02710003.1","X02810001.9","X02941001.1","X02942001.7","X02960001.5","X03414002.2","X03430006.2","X03430007.0","X03450004.5","X03701001.4","X03802005.6","X03802006.4","X03804005.7","X03806002.3","X03815004.9","X03820004.6","X03823002.6","X03823004.2","X03825004.3","X03826003.0","X04120001.4","X04301005.0","X04302001.3","X04302014.5","X04308001.6","X04308003.2","X04311005.5","X04321001.7","X04323007.7","X04335002.1","X04400002.4","X04502004.5","X04502005.3","X04506007.1","X04511003.6","X04511004.4","X04513004.5","X04520006.K","X04523004.K","X04530001.3","X04531002.7","X04535001.0","X04537003.8","X04540006.9","X04551004.2","X04557001.0","X04700002.5","X04710001.1","X04722001.7","X04723001.2","X04726003.5","X04810003.1","X04902002.3","X05200006.8","X05410006.K","X05426004.0","X05427006.2","X05427007.0","X05510002.0","X05701005.3","X05701008.8","X05703008.9","X05711003.1","X05716005.5","X05720003.0","X05730012.4","X05730015.9","X05732002.8","X05733001.5","X05733008.2","X05740005.6","X05744002.3","X06011003.4","X06013005.1","X06015003.6","X06034003.K","X06130001.5","X06132002.4","X07116005.K","X07314002.1","X07321002.K","X07331002.4","X07337002.7","X07345001.2","X07350006.0","X07352003.7","X07355007.6","X07358007.2","X07378002.0","X07378003.9","X07381002.7","X07381003.5","X08105003.1","X08105004.K","X08113001.9","X08130006.2","X08301001.0","X08304004.1","X08318002.1","X08350002.6","X08351003.K","X08353001.4","X08358002.K","X08358003.8","X08358005.4","X08822008.0","X09105002.1","X09113003.3","X09120002.3","X09120003.1","X09124001.7","X09129005.7","X09129006.5","X09130001.K","X09135003.3","X09153001.5","X09401001.2","X09403001.3","X09412002.0","X09412003.9","X09417002.8","X09420002.4","X09423001.2","X09438001.4","X10100002.8","X10106002.0","X10111002.8","X10123006.6","X10307001.5","X10322002.5","X10360002.2","X10410005.8","X10417001.3","X10432004.K","X10901002.2","X10901003.0","X11031001.3","X11041001.8","X11043001.9","X11120001.7","X11140001.6","X11143003.9","X11147003.0","X11300001.5","X11302002.4","X11304001.7","X11307002.1","X11316003.9","X11316004.7","X11317005.0","X11342002.2","X11511001.2","X11513001.3","X11521002.5","X11523001.8","X11536003.5","X11536004.3","X11700001.K","X11701002.3","X11702000.2","X11704001.1","X11711000.1","X12125001.2","X12283001.2","X12283004.7","X12284006.9","X12284010.7","X12286001.9","X12293001.7","X12403000.5","X12448001.9","X12449001.4","X12452001.0","X12452002.9","X12540001.9","X12586004.4","X12620000.5","X12622002.2","X12680001.0","X12806004.9","X12806005.7","X12809001.0","X12815001.3","X12863001.5","X12873001.K","X12876002.4","X12876003.2","X01000005.K","X01020016.4","X01021002.K","X01041003.7","X01300010.7","X01410013.K","X01502007.5","X01610004.8","X01720006.2","X01730007.5","X01730017.2","X01730020.2","X01740001.0","X01750003.1","X01770002.2","X01820001.5","X02104002.9","X02105020.2","X02105037.7","X02113001.K","X02210002.5","X02240003.7","X02240004.5","X02240005.3","X02300000.8","X02450000.4","X02500025.0","X02500026.9","X02500027.7","X02500028.5","X02650002.8","X02760000.K","X02900001.8","X02943002.0","X03023000.0","X03210001.5","X03414001.4","X03441001.1","X03802001.3","X03804007.3","X03814003.5","X03940001.4","X04314008.6","X05100003.K","X05401003.6","X05403002.9","X05404001.6","X05410002.7","X05414001.0","X05500003.4","X05510001.2","X05510005.5","X05530002.K","X05530005.4","X05702001.6","X05702011.3","X05704004.1","X05704006.8","X05705001.2","X05706001.8","X05706003.4","X05710001.K","X05716001.2","X05721001.K","X05721017.6","X05722001.5","X05722002.3","X05730016.7","X05730039.6","X05733007.4","X05745001.0","X05748003.3","X06000003.4","X06000004.2","X06001000.5","X06003001.4","X06003004.9","X06011001.8","X06013001.9","X06019005.4","X06023000.5","X06028001.0","X06056003.K","X06120001.0","X06130002.3","X06130003.1","X07104005.4","X07118003.4","X07120002.7","X07210001.8","X07301000.4","X07301001.2","X07303000.5","X07306001.K","X07317005.2","X07320002.4","X07320003.2","X07340002.3","X07353001.6","X07379002.6","X07384002.3","X08106003.7","X08124004.3","X08133003.4","X08135004.3","X08142001.7","X08307002.1","X08312002.9","X08313002.4","X08316002.0","X08317004.2","X08332002.8","X08410001.3","X09400000.9","X10113003.7","X10123004.K","X10134002.3","X10141001.3","X10312001.2","X10344003.3","X10350001.K","X10355003.3","X10425001.7","X10451000.0","X10512000.1","X10523001.K","X10610001.2","X10683003.7","X11023002.8","X11180000.6","X11420000.K","X11440000.9","X11505001.K","X11517002.3","X11521005.K","X11523002.6","X11532000.9","X11540000.2","X11541000.8","X11546001.3","X11706000.4","X11800000.5","X12000000.4","X12080001.9","X12210000.6","X12271000.9","X12280004.0","X12288000.1","X12449002.2","X12582003.4","X12586006.0","X12586009.5","X12586010.9","X12802001.2","X12821000.8","X12825003.4","X12878002.5","X12879000.4","X12930001.9","X12930004.3","X12930005.1","X01041004.5","X01200002.2","X01201010.9","X01300008.5","X01730019.9","X02105014.8","X03340001.2","X03604001.7","X04311004.7","X04314002.7","X04320003.8","X04531003.5","X04532006.5","X04711003.3","X04711004.1","X04721001.1","X04723002.0","X04732001.1","X04820001.K","X05100005.6","X05110003.4","X05111002.1","X05211003.3","X05403006.1","X05410008.6","X05530003.8","X05707003.K","X05710007.9","X05737002.5","X05744003.1","X06013008.6","X06016004.K","X06018010.5","X06055003.4","X07103003.2","X07106007.1","X07336003.K","X07340003.1","X07359005.1","X07371002.2","X07373004.K","X07374004.5","X08117002.9","X08117009.6","X08130004.6","X08210002.4","X08320001.4","X09101001.1","X09131002.3","X09420004.0","X09439001.K","X10372001.K","X10401002.4","X10410004.K","X10423000.8","X11144002.6","X11318002.1","X11503001.9","X12273000.K","X12400001.7","X12586001.K","X01042002.4","X01200003.0","X02104007.K","X03431004.1","X03823003.4","X04306002.3","X04313003.K","X04314003.5","X04551005.0","X04610001.8","X04902003.1","X05100006.4","X05101005.1","X05101006.K","X05111001.3","X05111004.8","X05120003.9","X05120004.7","X05210002.K","X05211004.1","X05220007.5","X05414004.5","X05414005.3","X05415004.0","X05421005.1","X05422002.2","X05427008.9","X05520002.5","X05733006.6","X05733010.4","X05741002.7","X05800002.7","X06027003.1","X07121003.0","X07332003.8","X07342002.4","X07358008.0","X07370001.9","X07373003.1","X07376002.K","X08118003.2","X08118004.0","X08123004.8","X08124005.1","X08135003.5","X08220005.3","X08330002.7","X09102003.3","X09104003.4","X09112000.3","X09122001.6","X09129002.2","X09433003.3","X10106003.9","X10130001.3","X10137002.K","X10305002.2","X12288003.6","X12582002.6","X12640001.2","X12803000.K","X12820002.9","X01010007.0","X01201011.7","X01502009.1","X03430003.8","X04311003.9","X04501003.1","X04503003.2","X04512002.3","X04513003.7","X04522003.6","X04540005.0","X04552002.1","X04554003.0","X04555001.K","X04703003.K","X04713004.2","X04716005.7","X04721002.K","X04730004.5","X04900002.2","X04900003.0","X06006001.0","X06012003.K","X06036001.4","X06040001.6","X06042004.1","X06044001.8","X08000000.6","X08118007.5","X08122002.6","X08122003.4","X08134006.4","X08220006.1","X08317003.4","X08358004.6","X08520000.3","X08930000.2","X09101003.8","X09404002.7","X10323002.0","X10355001.7","X10405004.2","X10710001.6"
"01/1990",9.21481481481482,14.1451612903226,14.1161290322581,NA,NA,NA,NA,NA,NA,NA,10.1870967741935,16.2387096774194,NA,NA,NA,NA,27.9321428571429,NA,NA,27.5032258064516,NA,24.6064516129032,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,21.6096774193548,NA,NA,NA,21.1032258064516,NA,24.0709677419355,NA,NA,NA,20.7774193548387,17.1290322580645,NA,NA,31.8033333333333,24.1096774193548,NA,NA,27.941935483871,NA,NA,NA,28.7096774193548,NA,NA,NA,30.7666666666667,NA,NA,31.858064516129,32.5870967741935,24.6258064516129,29.4709677419355,31.5806451612903,NA,NA,NA,NA,28.4354838709677,NA,NA,NA,NA,24.0290322580645,20.5032258064516,NA,28.3645161290323,NA,28.9806451612903,28.7322580645161,NA,NA,NA,NA,NA,28.7161290322581,27.2290322580645,28.5677419354839,NA,31.5387096774194,NA,NA,NA,NA,28.6709677419355,NA,29.4129032258065,NA,NA,NA,30.0806451612903,NA,NA,28.2,25.5322580645161,25.7645161290323,26.7741935483871,29.8774193548387,26.5516129032258,27.6290322580645,24.2806451612903,23.8413793103448,NA,NA,22,30.0129032258065,30.0935483870968,NA,31.6161290322581,NA,NA,NA,32.041935483871,28.0612903225806,30.1774193548387,28.4516129032258,NA,30.3774193548387,30.358064516129,NA,NA,28.6612903225806,NA,NA,28.7838709677419,NA,29.4387096774194,NA,NA,28.7612903225806,NA,30.2,27.4064516129032,NA,32.1451612903226,NA,27.0193548387097,29.6548387096774,25.9709677419355,25.3709677419355,NA,27.8225806451613,23.1161290322581,NA,NA,NA,26.541935483871,NA,NA,24.1612903225806,NA,NA,20.6387096774194,NA,NA,NA,NA,NA,19.2516129032258,22.3833333333333,NA,NA,21,NA,22.2548387096774,NA,21.2838709677419,NA,NA,NA,NA,NA,NA,22.6032258064516,NA,NA,NA,NA,NA,NA,NA,NA,17.3548387096774,19.4516129032258,NA,17.9740740740741,NA,NA,18.6129032258065,16.6806451612903,18.7612903225806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1741935483871,15.7451612903226,NA,NA,NA,NA,NA,NA,14.9677419354839,NA,NA,NA,15.5620689655172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"02/1990",NA,14.5,13.2642857142857,NA,NA,NA,NA,NA,NA,NA,10.4857142857143,15.4178571428571,NA,NA,NA,NA,27.7230769230769,NA,NA,27.8035714285714,NA,23.6833333333333,NA,NA,NA,NA,12.7238095238095,NA,NA,NA,NA,NA,NA,20.1321428571429,NA,NA,NA,20.2821428571429,NA,23.5285714285714,NA,NA,NA,20.325,15.9607142857143,NA,NA,30.6071428571429,NA,NA,NA,26.225,NA,NA,NA,29.8423076923077,NA,NA,NA,30.0928571428571,NA,NA,31.2142857142857,30.9535714285714,24.525,28.9357142857143,30.6785714285714,NA,NA,NA,NA,28.1642857142857,NA,NA,NA,NA,24.6714285714286,27.1428571428571,NA,26.7857142857143,NA,28.3,27.6642857142857,NA,NA,NA,NA,NA,27.85,26.7214285714286,28.2142857142857,NA,30.8821428571429,NA,NA,NA,NA,27.8392857142857,NA,28.4357142857143,NA,NA,NA,29.5142857142857,NA,NA,27.5535714285714,24.4714285714286,25.3214285714286,26.0464285714286,28.0821428571429,25.7071428571429,26.6214285714286,23.6357142857143,23.0857142857143,NA,NA,21.0678571428571,27.8607142857143,28.525,NA,29.7678571428571,NA,NA,NA,30.3,26.175,28.1785714285714,26.5535714285714,NA,28.1928571428571,28.1678571428571,NA,NA,26.725,NA,NA,27.3642857142857,NA,28.2214285714286,NA,NA,27.3428571428571,NA,28.5571428571429,25.7857142857143,NA,29.6607142857143,NA,25.0071428571429,28.0142857142857,25.2857142857143,26.5,NA,27.7642857142857,23.7142857142857,NA,NA,NA,27.4892857142857,NA,NA,25.5678571428571,NA,NA,22.1964285714286,NA,NA,NA,NA,NA,20.375,22.4857142857143,NA,NA,22.5714285714286,NA,23.8357142857143,NA,22.6107142857143,NA,NA,NA,NA,NA,NA,25.0285714285714,NA,NA,NA,NA,NA,NA,NA,NA,19.4814814814815,23.7071428571429,NA,22.347619047619,NA,NA,23.3321428571429,21.2428571428571,23.2642857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.262962962963,19.1857142857143,NA,NA,NA,NA,NA,NA,17.25,NA,NA,NA,18.2692307692308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"03/1990",NA,13.8709677419355,13.7806451612903,NA,NA,NA,NA,NA,NA,NA,8.98387096774194,16.6258064516129,NA,NA,NA,NA,26.8354838709677,NA,NA,26.1096774193548,NA,24.5032258064516,NA,NA,NA,NA,14.7129032258065,NA,NA,NA,NA,NA,NA,20.8806451612903,NA,NA,NA,21.141935483871,NA,23.8677419354839,NA,NA,NA,20.0838709677419,17.1225806451613,NA,NA,31.5516129032258,NA,28.5451612903226,NA,26.9,NA,NA,NA,29.9451612903226,NA,NA,NA,31.3290322580645,NA,NA,31.7096774193548,29.5322580645161,23.1774193548387,26.9806451612903,29.341935483871,NA,NA,NA,NA,26.4666666666667,NA,NA,21.6967741935484,NA,22.6354838709677,17.2645161290323,NA,25.6612903225806,NA,28.2903225806452,27.6193548387097,NA,NA,NA,NA,NA,27.4064516129032,24.6548387096774,26.74,NA,29.7645161290323,NA,NA,NA,NA,26.6161290322581,NA,26.5548387096774,NA,NA,NA,27.9548387096774,NA,NA,26.0290322580645,23.9387096774194,24.0096774193548,25.1096774193548,25.7129032258064,24.3225806451613,24.5709677419355,22.6290322580645,22.1161290322581,NA,NA,18.2741935483871,26.2354838709677,27.3,NA,27.6838709677419,NA,NA,NA,28.3483870967742,25.3677419354839,27.1096774193548,25.4225806451613,NA,27.2161290322581,26.2451612903226,NA,NA,24.7548387096774,NA,NA,24.9903225806452,NA,25.141935483871,NA,NA,24.6774193548387,NA,25.8806451612903,24.0193548387097,NA,27.2322580645161,NA,23.3225806451613,25.3193548387097,23.2161290322581,23.2903225806452,NA,24.858064516129,20.1,NA,NA,NA,23.9870967741935,NA,NA,21.7225806451613,NA,NA,18.2709677419355,NA,NA,NA,NA,NA,18.9870967741935,20.858064516129,NA,NA,18.1612903225806,NA,20.9870967741935,NA,21.5967741935484,NA,NA,NA,NA,NA,NA,21.4806451612903,NA,NA,NA,NA,NA,NA,NA,NA,14.9838709677419,17.1741935483871,NA,17.276,NA,NA,19.0354838709677,16.8935483870968,18.9548387096774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.9709677419355,14.6387096774194,NA,NA,NA,NA,NA,NA,13.2774193548387,NA,NA,NA,13.9466666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"04/1990",NA,13.5266666666667,NA,NA,NA,NA,15.7933333333333,NA,NA,NA,NA,16.56,NA,NA,NA,NA,24.5266666666667,NA,NA,23.62,NA,24.762962962963,NA,NA,NA,NA,13.6966666666667,NA,NA,NA,NA,NA,NA,18.6466666666667,NA,NA,NA,19.04,NA,22.53,NA,NA,NA,17.9466666666667,13.4533333333333,NA,NA,31.6733333333333,NA,25.93,NA,23.9933333333333,NA,NA,NA,28.3066666666667,NA,NA,NA,30.16,NA,NA,28.9310344827586,26.7166666666667,20.7533333333333,24.9133333333333,27.3666666666667,NA,NA,NA,NA,24,NA,NA,20.74,NA,20.8566666666667,13.76,NA,21.8233333333333,NA,25.2666666666667,24.26,NA,NA,NA,NA,NA,23.61,21.71,22.84,NA,25.4966666666667,NA,NA,NA,NA,22.8133333333333,NA,23.34,NA,NA,NA,24.6633333333333,NA,NA,23.44,21.5,21.6533333333333,21.1466666666667,21.5733333333333,21.3766666666667,21.7766666666667,21.0166666666667,19.5566666666667,NA,NA,13.56,21.3833333333333,24.6192307692308,NA,21.93,NA,NA,NA,23.11,21.9966666666667,22.92,20.67,NA,21.0733333333333,19.9965517241379,NA,NA,19.3033333333333,NA,NA,18.1133333333333,NA,18.84,NA,NA,18.4666666666667,NA,20.4833333333333,18.56,NA,20.7466666666667,NA,17.6233333333333,19.0033333333333,17.3,14.5,NA,19.2333333333333,13.6066666666667,NA,NA,NA,18.1733333333333,NA,NA,16.24,NA,NA,13.81,NA,NA,NA,NA,NA,16.0833333333333,14.9566666666667,NA,NA,15.6,NA,15.6133333333333,NA,18.8733333333333,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,10.1333333333333,10.4533333333333,NA,11.2925925925926,NA,NA,12.46,10.6285714285714,12.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7103448275862,9.39666666666667,NA,NA,NA,NA,NA,NA,9.38,NA,NA,NA,9.14074074074074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
